id,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,realease_year,emotion_tag
3482,Crystal Castles in the Hood,DJ Vibe Inc. & Max Barbaria,0.612,0.798,8,-7.682,1,0.117,0.358,1.85E-06,0.837,0.691,131.131,221112,4,2007,
3483,Se Me da Eu Vou Ter Que Comer Slowed,Flickxr.,0.654,0.245,0,-17.383,1,0.34,0.912,0.279,0.0893,0.324,207.857,331268,4,2022,
3484,ALWAYS DO,The Kid LAROI,0.762,0.426,8,-6.865,1,0.113,0.0442,0,0.0858,0.582,167.827,151705,4,2020,
3485,Miss lavii,Silvana,0.719,0.242,10,-9.429,1,0.147,0.0352,0.927,0.213,0.278,150.015,102400,4,2022,
3486,Bee Stings,Rhyw,0.777,0.623,1,-10.448,0,0.0442,0.000381,0.879,0.0406,0.048,137.985,331304,4,2021,
3487,Animal I Have Become,Three Days Grace,0.553,0.853,8,-3.668,1,0.0339,0.000684,0,0.126,0.506,122.023,231400,4,2006,
3488,IMMORTAL,PlayaPhonk,0.768,0.962,8,-4.135,1,0.0609,0.73,0.889,0.233,0.765,170.046,135533,4,2022,
3489,Coming Undone,Korn,0.687,0.677,2,-4.172,1,0.0508,0.000643,0.000137,0.0564,0.545,75.052,199773,4,2005,
3490,When You’re Not There,Samantha Marie,0.817,0.719,7,-4.54,0,0.0566,0.602,0.00277,0.105,0.838,129.979,118280,4,2022,
3491,Not At All,entsy,0.705,0.345,0,-9.318,1,0.0516,0.872,0.791,0.122,0.272,150.026,143617,4,2022,chill
3492,Over,Lucky Daye,0.677,0.541,6,-6.057,0,0.0571,0.48,0,0.125,0.379,103.369,205276,4,2021,
3493,Loosing Interest,Timmies,0.927,0.198,10,-13.635,0,0.0922,0.51,0.118,0.224,0.764,113.952,117917,4,2017,
3494,Tweet Me Right,Beats On Cans,0.602,0.335,10,-14.791,1,0.0353,0.579,0.0904,0.184,0.369,85.048,117450,4,2022,
3495,Car's Outside,James Arthur,0.338,0.562,9,-7.181,1,0.029,0.039,0,0.107,0.259,149.907,248373,4,2019,
3496,brush u,Ragz Originale,0.495,0.527,9,-9.204,1,0.102,0.646,0.0065,0.222,0.785,120.676,111277,5,2021,
3497,"The Good, the Bad and the Dirty",Panic! At The Disco,0.531,0.825,7,-5.333,0,0.0545,0.00191,0,0.329,0.824,156.071,171520,4,2016,angry
3498,nuts (feat. rainy bear),Lil Peep,0.576,0.741,2,-7.404,1,0.0356,0.00831,0,0.111,0.143,124.091,85360,4,2021,
3499,Lithium,Nirvana,0.678,0.656,7,-6.41,1,0.0381,0.00174,0,0.0631,0.485,123.207,257053,4,1991,
3500,Pussy Talk,City Girls,0.943,0.641,1,-5.598,1,0.191,0.0016,0,0.211,0.242,99.099,218333,4,2020,
3501,sad day,FKA twigs,0.434,0.469,0,-10.681,0,0.166,0.808,0.000212,0.0856,0.14,136.723,255720,4,2019,
3502,I'm Yer Dad,GRLwood,0.551,0.953,0,-4.695,1,0.17,0.0106,0.474,0.118,0.176,128.462,144109,4,2018,
3503,Wave of You,Surfaces,0.695,0.656,1,-6.038,1,0.0489,0.057,0,0.267,0.346,90.986,213842,4,2021,
3504,Proud,SPEERMINT,0.792,0.305,10,-6.832,0,0.0628,0.873,0.953,0.11,0.502,143.979,136732,4,2022,
3505,Supermarket Flowers,Ed Sheeran,0.589,0.242,6,-10.517,1,0.0442,0.914,0,0.0887,0.257,89.749,221107,4,2017,
3506,Humble Thoughts,Somebody's Son,0.715,0.395,2,-13.155,1,0.0607,0.851,0.928,0.123,0.204,80.028,89250,4,2022,chill
3507,Best Friend,lina-mariah,0.601,0.719,3,-5.211,1,0.211,0.047,0,0.179,0.796,152.946,193333,4,2022,
3508,Renee's Song,Bazzi,0.593,0.229,9,-8.888,1,0.0307,0.794,0,0.167,0.42,117.823,130546,4,2020,
3509,Hey Tiger!,David Arnold,0.603,0.507,4,-7.512,1,0.154,0.157,0,0.114,0.821,144.069,137058,4,2019,
3510,Train Wreck,James Arthur,0.311,0.485,6,-5.726,0,0.0365,0.701,0,0.0726,0.225,77.355,208827,4,2016,sad
3511,your favorite dress,Lil Peep,0.497,0.629,7,-7.613,1,0.0541,0.0803,0,0.111,0.1,129.905,177387,3,2021,sad
3512,Need You Now,Lady A,0.581,0.717,4,-4.433,1,0.0318,0.0298,0.000186,0.243,0.316,107.884,236440,4,2010,sad
3513,Pasta,New Rules,0.682,0.58,1,-3.812,1,0.0463,0.474,0,0.0891,0.515,88.807,177561,4,2020,happy
3514,Locked Away (feat. Adam Levine),R. City,0.509,0.671,1,-5.709,1,0.0678,0.304,0,0.0452,0.55,118.413,227480,5,2015,
3515,Where Were You,Jonny Where How,0.873,0.38,11,-11.476,1,0.0583,0.504,0.848,0.1,0.184,90.028,157333,4,2022,
3516,German,No Money Enterprise,0.786,0.847,11,-6.365,0,0.141,0.0983,1.22E-06,0.212,0.509,139.904,234791,4,2019,
3517,Dont Go,Avenue Arts,0.604,0.123,0,-15.761,1,0.0324,0.907,0.946,0.107,0.0459,74.984,118735,4,2022,
3518,Juliet,Cavetown,0.546,0.586,6,-8.488,1,0.0313,0.00346,0.00114,0.0562,0.364,131.778,278991,4,2019,
3519,Cherry Bomb,The Runaways,0.501,0.813,11,-8.192,1,0.0639,0.0455,4.75E-05,0.131,0.495,136.59,138707,4,1976,angry
3520,Rock Bottom,Sheer Haimov,0.734,0.534,5,-7.622,1,0.0782,0.333,3.12E-06,0.0978,0.316,81.498,179608,4,2022,
3521,Angel,SAULT,0.54,0.264,6,-9.6,0,0.136,0.58,3.95E-06,0.0758,0.255,75.647,610312,4,2022,
3522,I Know,Big Sean,0.733,0.334,1,-11.314,1,0.0811,0.327,0,0.116,0.267,119.935,319973,4,2015,
3523,Night Feels,AR/CO,0.737,0.682,7,-4.2,0,0.0383,0.0714,0.00916,0.158,0.393,126.028,171448,4,2022,
3524,Where do we go now?,Gracie Abrams,0.612,0.691,10,-10.67,1,0.0454,0.419,0.0242,0.145,0.632,151.029,243600,4,2023,sad
3525,Who's That Girl?,Eve,0.782,0.861,3,-3.813,0,0.181,0.0158,0.000532,0.0675,0.518,96.458,282067,4,2001,
3526,Electric Love,BØRNS,0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041,218107,4,2015,
3527,Made It Here,Hessian,0.895,0.412,7,-10.614,1,0.231,0.304,0.409,0.0853,0.437,121.983,228697,4,2020,
3528,Hope,XXXTENTACION,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,110886,4,2019,sad
3529,Feel It Still,Portugal. The Man,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,163253,4,2017,
3530,Incense & Iron,Powerwolf,0.487,0.952,1,-4.429,0,0.0613,0.000228,0,0.161,0.329,125.993,237933,4,2018,
3531,Vibe Like This (feat. Ty Dolla $ign & Lucky Daye),SG Lewis,0.539,0.835,10,-4.118,0,0.259,0.00263,0,0.344,0.771,98.898,227436,4,2022,happy
3532,Apollo XV,Calm Like Carl,0.715,0.442,0,-11.638,1,0.0801,0.549,0.923,0.162,0.749,167.972,169196,4,2022,chill
3533,Fire On Fire,Sam Smith,0.584,0.408,1,-7.356,0,0.0461,0.476,0,0.18,0.333,115.129,246735,4,2020,
3534,Oven Baked,Duos On Mars,0.759,0.373,11,-13.867,0,0.136,0.843,0.914,0.105,0.447,95.023,125684,4,2022,chill
3535,Heat Waves,Glass Animals,0.761,0.525,11,-6.9,1,0.0944,0.44,6.70E-06,0.0921,0.531,80.87,238805,4,2020,
3536,Go Solo (feat. Tom Rosenthal),Zwette,0.783,0.557,1,-8.599,1,0.0275,0.641,0.0506,0.116,0.368,108.012,192893,4,2019,
3537,Tell Me Where the Light Goes,הכוכב הבא,0.426,0.433,0,-6.41,1,0.0413,0.712,0,0.0622,0.188,134.079,187840,1,2021,
3538,THE ELECTRIC EXPERIENCE,City Morgue,0.473,0.944,1,-5.386,1,0.0939,0.0233,0.00196,0.563,0.348,157.032,110757,4,2020,
3539,Bad Friend,INTRN,0.659,0.213,0,-12.995,1,0.0431,0.898,0,0.169,0.67,72.457,182069,4,2022,
3540,I'm Broken,Pantera,0.419,0.878,7,-6.352,1,0.0553,0.000594,0.559,0.139,0.666,147.385,264800,4,1994,
3541,Crazy,Doechii,0.841,0.879,1,-4.336,1,0.0743,0.0055,0.00211,0.101,0.458,128.966,134116,4,2022,
3542,Apricosa,KYTES,0.812,0.942,0,-3.991,1,0.057,0.15,0.0573,0.0676,0.864,126.004,158400,4,2022,happy
3543,I'm Happy,The Ivor Cutler Trio,0.911,0.544,5,-10.097,1,0.299,0.423,0,0.0985,0.646,130.282,39733,4,1967,
3544,Jealous,Nick Jonas,0.7,0.701,11,-3.834,0,0.161,0.013,0,0.461,0.38,93.012,223107,4,2015,
3545,Hold On Till May,Pierce The Veil,0.437,0.914,3,-3.698,1,0.0581,0.000456,0.000447,0.0688,0.327,146.002,278587,4,2012,
3546,Premonition,Killstation,0.655,0.676,7,-7.628,1,0.0399,0.028,0.0176,0.0633,0.533,130.062,133741,4,2019,
3547,Rude,MAGIC!,0.773,0.758,1,-4.993,1,0.0381,0.0422,0,0.305,0.925,144.033,224840,4,2014,
3548,My Body's Made of Crushed Little Stars,Mitski,0.202,0.744,7,-8.248,1,0.0641,2.18E-05,5.13E-05,0.493,0.316,81.914,116743,4,2016,
3549,Hallelujah,הכוכב הבא,0.34,0.388,3,-6.325,1,0.0311,0.893,0,0.17,0.157,101.543,215582,1,2021,sad
3550,Bugatti,Ace Hood,0.6,0.592,1,-4.947,1,0.0545,0.0191,0,0.0955,0.0663,130.205,269267,4,2013,angry
3551,R&B Shit (feat. A Boogie Wit da Hoodie),J.I the Prince of N.Y,0.542,0.458,6,-10.885,0,0.386,0.493,0,0.0875,0.496,99.218,212695,4,2020,chill
3552,Make You Feel My Love,Adele,0.552,0.18,10,-10.583,1,0.0293,0.894,0.000393,0.105,0.0896,76.995,212040,4,2008,
3553,Maps,Maroon 5,0.742,0.713,1,-5.522,0,0.0303,0.0205,0,0.059,0.879,120.032,189960,4,2014,
3554,Trust,Brent Faiyaz,0.764,0.394,8,-8.559,1,0.152,0.231,9.37E-05,0.117,0.465,92.009,158421,4,2018,
3555,Masterpiece,Liush,0.516,0.219,5,-11.074,1,0.0855,0.813,9.59E-06,0.363,0.147,140.222,192059,4,2021,
3556,DEMONWHORES!,infinityghxst,0.617,0.935,11,-8.749,1,0.138,0.000819,0.719,0.747,0.521,144.974,145655,4,2022,
3557,When We Were Young,Adele,0.377,0.595,3,-5.936,1,0.0489,0.303,0,0.095,0.264,144.464,290900,4,2015,
3558,Miss You (Like Hell),MVCA,0.848,0.65,11,-7.287,0,0.0424,0.105,0.00185,0.112,0.46,120.006,166000,4,2021,
3559,Gangsta,Darkoo,0.708,0.649,0,-7.961,1,0.306,0.367,0,0.153,0.595,200.125,216000,4,2019,
3560,air balloon,Almo X,0.858,0.248,5,-13.45,0,0.14,0.808,0.934,0.0857,0.696,81.998,119817,4,2022,chill
3561,"Don't Give Up On Me - (From ""Five Feet Apart"")",Andy Grammer,0.641,0.537,0,-5.452,0,0.0282,0.0875,9.05E-06,0.115,0.0681,112.864,196188,4,2019,sad
3562,This Could Be Anywhere In The World,Alexisonfire,0.192,0.757,9,-5.253,1,0.0844,4.68E-05,0.00133,0.123,0.294,83.105,243467,5,2006,
3563,Ghost Town,First Aid Kit,0.354,0.183,0,-8.524,1,0.033,0.806,3.22E-06,0.079,0.0652,119.646,287360,4,2010,
3564,Dancing With Your Ghost,Sasha Alex Sloan,0.629,0.328,11,-8.284,1,0.029,0.768,2.50E-05,0.103,0.389,74.953,197732,4,2019,
3565,Here Comes The Sun - Remastered 2009,The Beatles,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,185733,4,1969,happy
3566,Tear Away,Drowning Pool,0.611,0.656,0,-4.574,1,0.0439,0.00048,0.00343,0.084,0.436,132.993,254200,4,2001,angry
3567,Smile,Katy Perry,0.783,0.912,0,-3.713,1,0.243,0.0238,0,0.339,0.749,98.025,166898,4,2020,
3568,The Thrill,Wiz Khalifa,0.817,0.775,10,-4.767,0,0.108,0.277,0,0.108,0.806,126.984,234334,4,2020,
3569,Strange,Celeste,0.286,0.0847,2,-9.883,1,0.0397,0.934,6.94E-06,0.121,0.112,70.743,255987,4,2021,
3570,All We Got (feat. KIDDO),Robin Schulz,0.504,0.76,4,-4.246,1,0.0426,0.286,0,0.151,0.64,183.933,190218,4,2020,
3571,Сборник хуйни и картинки,Кишлак,0.814,0.736,6,-8.354,0,0.11,0.831,2.35E-05,0.114,0.467,134.369,106962,4,2021,
3572,I'm into Something Good,Herman's Hermits,0.589,0.451,0,-8.19,1,0.0315,0.822,1.25E-06,0.151,0.734,134.082,153240,4,2004,happy
3573,sex money feelings die,Lykke Li,0.789,0.534,8,-6.347,0,0.0709,0.323,3.42E-06,0.0645,0.631,134.055,139840,4,2018,
3574,Light Years,The National,0.543,0.316,4,-11.666,1,0.0307,0.95,0.672,0.0978,0.178,124.946,213373,4,2019,
3575,Sea of Love,Various Artists,0.672,0.249,9,-12.033,1,0.0259,0.362,0.00291,0.0814,0.218,80.894,123013,4,2023,
3576,Drive (feat. Wes Nelson),Clean Bandit,0.81,0.571,10,-7.189,0,0.085,0.0624,1.63E-06,0.094,0.771,125.994,179375,4,2021,happy
3577,Next Up - S3-E16,Mixtape Madness,0.796,0.697,11,-5.923,0,0.378,0.389,0,0.161,0.539,145.002,192052,4,2020,
3578,How Bizarre,OMC,0.783,0.676,0,-7.737,1,0.0469,0.269,0,0.5,0.824,124.922,224200,4,1996,
3579,Hold Me Close (feat. Ella Henderson),Sam Feldt,0.654,0.795,0,-4.419,1,0.0536,0.178,0,0.19,0.465,120.019,185750,4,2020,
3580,A Girl Is a Gun,Marmormaze,0.457,0.932,5,-3.984,1,0.0849,0.0577,0.00014,0.587,0.659,189.88,197053,4,2019,angry
3581,Ring My Bell,Anita Ward,0.781,0.556,5,-13.067,0,0.0611,0.0661,0.0907,0.0339,0.968,125.999,491933,4,2005,
3582,Kings & Queens,Ava Max,0.638,0.688,1,-4.056,0,0.0407,0.00775,0,0.126,0.434,129.856,162399,4,2020,
3583,Break Apart,Bonobo,0.648,0.458,5,-15.169,1,0.0311,0.864,0.0944,0.366,0.0848,119.96,274693,4,2017,
3584,In The Stars,Benson Boone,0.362,0.54,10,-6.031,1,0.0528,0.338,0,0.139,0.3,78.007,216410,3,2022,
3585,Let Me Know (I Wonder Why Freestyle),Juice WRLD,0.635,0.537,7,-7.895,0,0.0832,0.172,0,0.418,0.383,125.028,215381,4,2019,
3586,WAP (feat. Megan Thee Stallion),Cardi B,0.935,0.454,1,-7.509,1,0.375,0.0194,0,0.0824,0.357,133.073,187541,4,2020,
3587,I Love It (feat. Charli XCX),Icona Pop,0.711,0.906,8,-2.671,1,0.0284,0.00952,1.64E-05,0.153,0.824,125.916,157153,4,2013,
3588,Plastic Taste,Joji,0.33,0.16,7,-11.647,1,0.0332,0.987,0.93,0.21,0.122,131.222,120424,3,2018,sad
3589,MTG - NOVINHA DO ABC,DJ DARKNESS,0.837,0.63,1,-4.932,1,0.303,0.804,0.00033,0.0895,0.781,129.994,125504,4,2022,
3590,Smooth Criminal,Poundz,0.919,0.623,1,-7.238,1,0.462,0.445,0,0.0908,0.419,139.958,196439,4,2020,
3591,Savior,Rise Against,0.554,0.932,5,-3.424,0,0.0485,0.00154,0.000142,0.425,0.478,112.49,242280,4,2008,
3592,"Once Upon a Dream - From ""Maleficent"" / Pop Version",James Newton Howard,0.25,0.325,5,-14.572,1,0.0371,0.674,0.00867,0.104,0.165,119.75,200373,3,2014,
3593,Ohne Benzin,Domiziana,0.746,0.7,8,-6.42,0,0.109,0.0427,0.00146,0.552,0.687,133.044,155137,4,2022,happy
3594,6IXSPEED,7oh2,0.469,0.822,10,-4.587,0,0.0701,0.0364,0.236,0.183,0.276,166.899,149394,4,2021,
3595,Impossible - Acoustic,James Arthur,0.369,0.42,2,-5.314,1,0.0384,0.755,0,0.121,0.257,145.864,250653,4,2013,
3596,The Drug In Me Is You,Falling In Reverse,0.548,0.855,3,-3.266,1,0.151,0.0149,0,0.127,0.644,145.133,218787,4,2011,
3597,Vacation,Honeywhip,0.456,0.438,10,-8.364,1,0.0362,0.837,1.36E-05,0.378,0.268,155.688,119744,3,2020,
3598,Jimmy Cooks (feat. 21 Savage),Drake,0.529,0.673,0,-4.711,1,0.175,0.000307,2.41E-06,0.093,0.366,165.921,218365,4,2022,
3599,First It Giveth,Queens of the Stone Age,0.459,0.964,6,-4.021,1,0.099,0.0207,0.114,0.246,0.356,107.244,198387,4,2002,
3600,SUNRISE,Xantesha,0.713,0.95,1,-7.582,1,0.042,0.00262,0.856,0.191,0.643,150.003,110053,4,2022,
3601,Being Free,Chris Cross,0.67,0.488,11,-8.669,0,0.17,0.048,0.447,0.363,0.399,80.014,172273,4,2023,
3602,How Will I Know,Sam Smith,0.426,0.132,0,-12.346,1,0.0787,0.945,0,0.0809,0.283,85.039,232235,4,2015,
3603,EASY :),Loverground,0.807,0.623,9,-9.026,0,0.151,0.368,0.883,0.113,0.349,123.002,202927,4,2022,happy
3604,Run It Up,Seeb,0.729,0.857,10,-3.528,0,0.0578,0.0225,0,0.13,0.818,128.025,161279,4,2021,
3605,Stitches,Shawn Mendes,0.752,0.754,1,-6.684,1,0.0615,0.0151,0,0.0486,0.755,149.789,206880,4,2015,happy
3606,One and Only,Kill Buzzbee,0.524,0.626,5,-4.255,0,0.246,0.268,0,0.0976,0.451,189.342,194247,4,2020,
3607,Heart On Ice,Rod Wave,0.733,0.389,10,-8.468,0,0.0738,0.0513,0,0.141,0.244,157.878,159670,3,2019,sad
3608,Blame on Me,J.I the Prince of N.Y,0.806,0.368,5,-12.745,0,0.868,0.363,0,0.11,0.457,81.034,142289,4,2019,
3609,Viva La Vida,Coldplay,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23E-06,0.109,0.417,138.015,242373,4,2008,
3610,Ava,Famy,0.432,0.771,0,-6.37,1,0.0383,0.0514,0.0174,0.12,0.373,155.988,238240,4,2014,sad
3611,Going Up The Country,Canned Heat,0.653,0.239,5,-18.54,0,0.0453,0.806,0.0146,0.132,0.765,80.392,171373,4,1987,
3612,Starry Sky,Tune in with Chewie,0.631,0.211,2,-18.883,1,0.047,0.938,0.906,0.11,0.0701,139.878,159551,4,2023,
3613,Hard Times,Paramore,0.695,0.818,5,-5.379,0,0.0334,0.00647,4.87E-06,0.0219,0.916,119.965,182693,4,2017,
3614,Holding On and Letting Go,Ross Copperman,0.486,0.555,2,-9.466,1,0.0271,0.818,0.00269,0.109,0.0992,77.987,317441,4,2012,
3615,Bad Reputation,Joan Jett & the Blackhearts,0.384,0.972,6,-4.018,1,0.183,0.00184,0.0152,0.0565,0.848,204.474,170840,4,1981,
3616,There's Nothing Holdin' Me Back,Shawn Mendes,0.857,0.8,2,-4.035,1,0.0583,0.381,0,0.0913,0.966,121.996,199440,4,2017,
3617,Hold On,Extreme Music,0.526,0.689,5,-7.733,0,0.0324,0.0214,0,0.106,0.284,72.93,255499,4,2015,sad
3618,You'll miss me when I'm not around,Grimes,0.606,0.857,8,-2.916,0,0.0302,0.344,0.000933,0.15,0.825,98.054,161691,4,2020,
3619,Something In The Way You Move,Ellie Goulding,0.658,0.814,1,-6.157,0,0.0493,0.0398,0,0.114,0.316,109.004,227423,4,2015,
3620,Lost My Mind,ANDREA CALABRIA,0.619,0.453,9,-14.505,0,0.0645,0.685,0.312,0.0807,0.11,122.169,177049,4,2023,chill
3621,Ophelia,The Lumineers,0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023,160097,4,2016,
3622,My Oh My,James Smith,0.398,0.493,10,-6.988,0,0.0728,0.598,0,0.121,0.345,92.548,159382,5,2021,
3623,We Are Your Friends - Justice Vs Simian,Simian,0.614,0.97,9,1.334,0,0.118,0.0103,0.393,0.178,0.51,123.001,262773,4,2006,
3624,Think,Aretha Franklin,0.683,0.659,6,-9.424,1,0.0412,0.164,0,0.248,0.919,109.952,138480,4,2006,
3625,Internet Sensation,Lil Durk,0.598,0.583,1,-6.141,1,0.259,0.592,0,0.109,0.36,93.322,125726,4,2020,chill
3626,America's Sweetheart,Huddy,0.589,0.438,1,-7.431,0,0.0277,0.573,0,0.128,0.0752,127.329,204825,4,2021,
3627,Boom Clap,Charli XCX,0.659,0.911,4,-2.28,1,0.0786,0.154,0.000304,0.191,0.576,91.999,169866,4,2014,happy
3628,Say So,Doja Cat,0.787,0.673,11,-4.583,0,0.159,0.264,3.35E-06,0.0904,0.779,110.962,237893,4,2019,
3629,May I,Flo Milli,0.896,0.78,1,-3.547,1,0.202,0.0828,0,0.0857,0.85,106.032,163019,4,2020,
3630,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,0.645,0.705,1,-5.008,1,0.299,0.000813,0,0.128,0.376,137.133,229670,4,2018,
3631,Morning Glow,SITHEA,0.621,0.439,11,-10.248,0,0.0294,0.271,0.00164,0.102,0.352,119.962,117000,4,2022,
3632,Rip Your Heart Out (feat. Tech N9ne),Hopsin,0.669,0.827,1,-5.937,0,0.319,0.29,0,0.291,0.164,79.223,231493,4,2013,
3633,You & Jennifer,bülow,0.752,0.698,11,-6.53,1,0.306,0.52,0,0.211,0.347,132.058,159453,4,2018,
3634,Feel Good,Polo & Pan,0.645,0.749,2,-6.498,0,0.0376,0.242,0.167,0.831,0.566,96.013,240640,4,2021,
3635,Always Be There,Jonas Blue,0.702,0.759,0,-3.292,1,0.0381,0.16,0,0.062,0.761,123.999,198408,4,2022,
3636,peas,boylife,0.477,0.372,4,-9.155,1,0.0318,0.322,0.0227,0.824,0.134,111.868,226307,4,2021,
3637,Let You Go,ConKi,0.647,0.901,7,-4.419,0,0.0304,0.0158,0.0221,0.151,0.4,121.986,159672,4,2022,
3638,Miracles Happen,Various Artists,0.694,0.809,4,-6.635,1,0.0312,0.373,1.84E-06,0.196,0.687,111.932,298907,4,2001,
3639,No Signal,Nosmoh,0.663,0.496,3,-11.143,1,0.0727,0.906,0.835,0.383,0.411,76.013,150001,1,2022,
3640,You Got the Fire,nuca3,0.715,0.662,7,-10.574,0,0.0426,0.254,0.117,0.223,0.0788,119.999,190000,4,2023,
3641,Legit,Erlandsson,0.713,0.849,11,-7.776,1,0.0674,0.275,7.72E-05,0.15,0.373,123.988,180000,4,2022,
3642,Can't Get You out of My Head - Peggy Gou’s Midnight Remix,Kylie Minogue,0.687,0.924,9,-7.324,0,0.0361,0.0707,0.228,0.046,0.931,126.018,271240,4,2022,
3643,Bones,Imagine Dragons,0.772,0.75,5,-3.67,0,0.0455,0.0201,0,0.074,0.587,114.061,165265,4,2022,sad
3644,Weekend Vibe,Jubël,0.688,0.742,5,-6.363,1,0.0496,0.00912,1.37E-06,0.186,0.74,110.026,166909,4,2021,
3645,Moves (feat. Snoop Dogg),Olly Murs,0.598,0.891,9,-3.458,0,0.262,0.113,0,0.168,0.942,202.039,165106,4,2018,happy
3646,Don't Call Me Baby,Madison Avenue,0.808,0.982,3,-6.588,0,0.0311,0.0585,0.00689,0.35,0.961,124.999,228140,4,2000,happy
3647,Classic,MKTO,0.72,0.791,1,-4.689,1,0.124,0.0384,0,0.157,0.756,102.071,175427,4,2012,
3648,Forever,Alex Keeper,0.763,0.457,10,-14.629,0,0.0539,0.796,0.414,0.108,0.0384,117.996,172714,4,2021,
3649,Fuck Love (feat. Trippie Redd),XXXTENTACION,0.797,0.533,0,-9.74,0,0.0412,0.0172,0.000152,0.103,0.329,131.036,146520,4,2017,
3650,Lo Que Siento,Cuco,0.326,0.685,10,-5.576,1,0.179,0.503,0,0.427,0.409,86.882,312000,5,2017,
3651,Safe And Sound,Capital Cities,0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,192790,5,2013,
3652,give it a whirl,slowvibe,0.664,0.367,0,-12.863,1,0.115,0.521,0.685,0.0775,0.251,164.026,129000,4,2022,
3653,Villa,Cap Kendricks,0.715,0.359,11,-6.636,0,0.267,0.0505,0.873,0.112,0.802,83.004,117108,4,2023,
3654,Next Year (feat. Windser),Macklemore,0.64,0.688,7,-5.71,1,0.352,0.398,0,0.0692,0.314,172.128,173901,4,2021,
3655,die first - stripped,Nessa Barrett,0.694,0.255,11,-9.375,1,0.0487,0.736,0,0.118,0.269,91.736,174783,4,2022,
3656,MEAN!,Madeline The Person,0.502,0.416,7,-9.504,1,0.433,0.912,0,0.0934,0.433,175.191,143960,3,2022,
3657,September,"Earth, Wind & Fire",0.694,0.831,9,-7.288,1,0.0301,0.165,0.000892,0.25,0.98,125.901,215080,4,2018,
3658,Fire In Your House (feat. Johnny Clegg & Jesse Clegg),WALK THE MOON,0.705,0.806,8,-6.443,1,0.0568,0.0385,6.84E-06,0.084,0.528,115,295187,4,2021,
3659,Make Me Proud,Drake,0.684,0.486,1,-10.155,1,0.132,0.00268,0.000148,0.157,0.355,131.913,219893,4,2011,
3660,Garden of Creation [Radio Edit],Jason Spirit,0.587,0.605,1,-8.131,1,0.051,0.0329,3.99E-06,0.0825,0.821,153.889,210173,4,2022,sad
3661,Lift You Up,Kisiaria,0.634,0.618,4,-9.612,1,0.125,0.166,0.861,0.23,0.613,79.983,171011,4,2022,
3662,Lifeline,Papa Roach,0.455,0.908,2,-5.235,1,0.0549,0.000186,0.000272,0.379,0.3,106.027,257547,4,2009,
3663,Roar,Katy Perry,0.554,0.772,7,-4.821,0,0.0418,0.00487,6.60E-06,0.354,0.455,179.984,223546,4,2013,
3664,hate u love u,Olivia O'Brien,0.407,0.416,6,-8.915,0,0.174,0.656,0,0.0981,0.246,176.947,175467,4,2016,
3665,Who We Love (feat. Ed Sheeran),Sam Smith,0.568,0.289,11,-8.973,1,0.0395,0.858,0,0.0943,0.338,140.122,162390,4,2023,
3666,All About That Bass,Meghan Trainor,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87E-06,0.124,0.961,134.052,187920,4,2015,
3667,Get Lucky (feat. Pharrell Williams & Nile Rodgers),Daft Punk,0.81,0.793,6,-9.404,0,0.0403,0.0378,1.77E-06,0.072,0.863,116.05,369627,4,2013,
3668,Big Titties (feat. Baauer and EarthGang),Rico Nasty,0.838,0.67,1,-6.854,1,0.31,0.0151,0,0.0892,0.632,170.037,172240,4,2019,
3669,Mellowly,Noah Park,0.614,0.435,5,-8.464,0,0.0291,0.725,0.809,0.149,0.256,84.986,138529,4,2022,
3670,Basket Case,Green Day,0.442,0.943,3,-3.205,1,0.0602,0.00293,8.71E-06,0.091,0.781,85.064,181533,4,1994,
3671,Solar,Louk,0.681,0.334,10,-12.698,1,0.0791,0.595,0.742,0.216,0.383,85.3,155365,4,2023,
3672,Risk It All,Ella Henderson,0.706,0.914,5,-5.668,0,0.0615,0.19,0,0.0886,0.299,124.03,178065,4,2021,
3673,MIDDLE OF THE NIGHT,Elley Duhé,0.41,0.611,4,-8.271,0,0.0467,0.0228,0,0.116,0.0899,185.727,184448,3,2020,
3674,aight,pipetiger,0.887,0.248,1,-11.595,1,0.253,0.381,0.873,0.0905,0.273,80.062,118098,4,2022,
3675,BANKAI SHUNSUI X KISUKE - PHONK,Icykiddo,0.969,0.416,6,-6.625,1,0.234,0.101,0.673,0.139,0.177,120.002,192479,4,2022,
3676,No Flockin',Kodak Black,0.943,0.595,5,-8.372,0,0.191,0.0673,0,0.0839,0.815,117.532,165291,4,2015,
3677,makossa,Billy Hammer,0.879,0.196,9,-10.039,0,0.0935,0.297,0.935,0.079,0.342,87.058,77241,4,2022,
